Person1,Image1,Person2,Image2,Cosine Similarity,Euclidean Distance,Predicted,Actual
Leonardo DiCaprio,007_6ca7c622.jpg,Leonardo DiCaprio,014_539eee38.jpg,0.68500656,0.79371727,False,Same
Leonardo DiCaprio,007_6ca7c622.jpg,Leonardo DiCaprio,015_2872d02b.jpg,0.6531124,0.83293176,False,Same
Leonardo DiCaprio,007_6ca7c622.jpg,Leonardo DiCaprio,019_78627223.jpg,0.7841203,0.6570841,True,Same
Leonardo DiCaprio,007_6ca7c622.jpg,Leonardo DiCaprio,020_14f28bc8.jpg,0.74503785,0.7140899,True,Same
Leonardo DiCaprio,007_6ca7c622.jpg,Leonardo DiCaprio,081_a32678db.jpg,0.92862296,0.37782815,True,Same
Leonardo DiCaprio,013_ca6af517.jpg,Leonardo DiCaprio,014_539eee38.jpg,0.7637795,0.68734354,True,Same
Leonardo DiCaprio,013_ca6af517.jpg,Leonardo DiCaprio,015_2872d02b.jpg,0.76276195,0.6888223,True,Same
Leonardo DiCaprio,013_ca6af517.jpg,Leonardo DiCaprio,019_78627223.jpg,0.7317788,0.73242235,True,Same
Leonardo DiCaprio,013_ca6af517.jpg,Leonardo DiCaprio,020_14f28bc8.jpg,0.76037204,0.6922832,True,Same
Leonardo DiCaprio,013_ca6af517.jpg,Leonardo DiCaprio,081_a32678db.jpg,0.61507416,0.8774121,False,Same
Leonardo DiCaprio,014_539eee38.jpg,Leonardo DiCaprio,015_2872d02b.jpg,0.81685543,0.6052183,True,Same
Leonardo DiCaprio,014_539eee38.jpg,Leonardo DiCaprio,019_78627223.jpg,0.779917,0.6634502,True,Same
Leonardo DiCaprio,014_539eee38.jpg,Leonardo DiCaprio,020_14f28bc8.jpg,0.8296266,0.58373535,True,Same
Leonardo DiCaprio,014_539eee38.jpg,Leonardo DiCaprio,081_a32678db.jpg,0.6456093,0.8418915,False,Same
Leonardo DiCaprio,015_2872d02b.jpg,Leonardo DiCaprio,019_78627223.jpg,0.79001075,0.6480576,True,Same
Leonardo DiCaprio,015_2872d02b.jpg,Leonardo DiCaprio,020_14f28bc8.jpg,0.8146239,0.6088943,True,Same
Leonardo DiCaprio,015_2872d02b.jpg,Leonardo DiCaprio,081_a32678db.jpg,0.6211244,0.8704891,False,Same
Leonardo DiCaprio,019_78627223.jpg,Leonardo DiCaprio,020_14f28bc8.jpg,0.83249503,0.57880056,True,Same
Leonardo DiCaprio,019_78627223.jpg,Leonardo DiCaprio,081_a32678db.jpg,0.7392945,0.7220881,True,Same
Leonardo DiCaprio,020_14f28bc8.jpg,Leonardo DiCaprio,081_a32678db.jpg,0.70426077,0.76907647,True,Same
Megan Fox,002_6e289116.jpg,Megan Fox,005_9574c208.jpg,0.6946526,0.78146964,False,Same
Megan Fox,002_6e289116.jpg,Megan Fox,006_4e33c943.jpg,0.6293784,0.8609548,False,Same
Megan Fox,002_6e289116.jpg,Megan Fox,007_e3073d58.jpg,0.56094223,0.93707824,False,Same
Megan Fox,002_6e289116.jpg,Megan Fox,008_74bda018.jpg,0.62700206,0.8637106,False,Same
Megan Fox,002_6e289116.jpg,Megan Fox,009_3283c30e.jpg,0.40670666,1.0893055,False,Same
Megan Fox,002_6e289116.jpg,Megan Fox,010_0479e335.jpg,0.63062996,0.85949993,False,Same
Megan Fox,002_6e289116.jpg,Megan Fox,011_b2354fd0.jpg,0.58419526,0.9119262,False,Same
Megan Fox,002_6e289116.jpg,Megan Fox,012_d461a2b5.jpg,0.5037753,0.99621755,False,Same
Megan Fox,002_6e289116.jpg,Megan Fox,013_f4968d00.jpg,0.5932019,0.90199566,False,Same
Megan Fox,002_6e289116.jpg,Megan Fox,014_d6e920d4.jpg,0.738972,0.7225345,True,Same
Megan Fox,002_6e289116.jpg,Megan Fox,015_b4a21d28.jpg,0.43942648,1.0588423,False,Same
Megan Fox,005_9574c208.jpg,Megan Fox,006_4e33c943.jpg,0.6679378,0.8149382,False,Same
Megan Fox,005_9574c208.jpg,Megan Fox,007_e3073d58.jpg,0.5624601,0.935457,False,Same
Megan Fox,005_9574c208.jpg,Megan Fox,008_74bda018.jpg,0.66706693,0.8160063,False,Same
Megan Fox,005_9574c208.jpg,Megan Fox,009_3283c30e.jpg,0.42179283,1.0753671,False,Same
Megan Fox,005_9574c208.jpg,Megan Fox,010_0479e335.jpg,0.5948138,0.90020686,False,Same
Megan Fox,005_9574c208.jpg,Megan Fox,011_b2354fd0.jpg,0.52683496,0.9727949,False,Same
Megan Fox,005_9574c208.jpg,Megan Fox,012_d461a2b5.jpg,0.47787273,1.0218878,False,Same
Megan Fox,005_9574c208.jpg,Megan Fox,013_f4968d00.jpg,0.5663653,0.931273,False,Same
Megan Fox,005_9574c208.jpg,Megan Fox,014_d6e920d4.jpg,0.685652,0.7929035,False,Same
Megan Fox,005_9574c208.jpg,Megan Fox,015_b4a21d28.jpg,0.44142032,1.0569576,False,Same
Megan Fox,006_4e33c943.jpg,Megan Fox,007_e3073d58.jpg,0.64954513,0.83720344,False,Same
Megan Fox,006_4e33c943.jpg,Megan Fox,008_74bda018.jpg,0.6525155,0.8336482,False,Same
Megan Fox,006_4e33c943.jpg,Megan Fox,009_3283c30e.jpg,0.34568158,1.1439565,False,Same
Megan Fox,006_4e33c943.jpg,Megan Fox,010_0479e335.jpg,0.6216132,0.86992735,False,Same
Megan Fox,006_4e33c943.jpg,Megan Fox,011_b2354fd0.jpg,0.4699779,1.0295844,False,Same
Megan Fox,006_4e33c943.jpg,Megan Fox,012_d461a2b5.jpg,0.50127673,0.99872243,False,Same
Megan Fox,006_4e33c943.jpg,Megan Fox,013_f4968d00.jpg,0.5553101,0.9430694,False,Same
Megan Fox,006_4e33c943.jpg,Megan Fox,014_d6e920d4.jpg,0.55353457,0.9449502,False,Same
Megan Fox,006_4e33c943.jpg,Megan Fox,015_b4a21d28.jpg,0.3721845,1.1205494,False,Same
Megan Fox,007_e3073d58.jpg,Megan Fox,008_74bda018.jpg,0.57670087,0.92010784,False,Same
Megan Fox,007_e3073d58.jpg,Megan Fox,009_3283c30e.jpg,0.44184133,1.0565592,False,Same
Megan Fox,007_e3073d58.jpg,Megan Fox,010_0479e335.jpg,0.6126935,0.8801211,False,Same
Megan Fox,007_e3073d58.jpg,Megan Fox,011_b2354fd0.jpg,0.5708034,0.92649513,False,Same
Megan Fox,007_e3073d58.jpg,Megan Fox,012_d461a2b5.jpg,0.5551953,0.9431912,False,Same
Megan Fox,007_e3073d58.jpg,Megan Fox,013_f4968d00.jpg,0.69859093,0.7764136,False,Same
Megan Fox,007_e3073d58.jpg,Megan Fox,014_d6e920d4.jpg,0.5100244,0.98992485,False,Same
Megan Fox,007_e3073d58.jpg,Megan Fox,015_b4a21d28.jpg,0.42611647,1.0713389,False,Same
Megan Fox,008_74bda018.jpg,Megan Fox,009_3283c30e.jpg,0.40825593,1.0878824,False,Same
Megan Fox,008_74bda018.jpg,Megan Fox,010_0479e335.jpg,0.62220573,0.869246,False,Same
Megan Fox,008_74bda018.jpg,Megan Fox,011_b2354fd0.jpg,0.5259297,0.97372514,False,Same
Megan Fox,008_74bda018.jpg,Megan Fox,012_d461a2b5.jpg,0.47652203,1.0232087,False,Same
Megan Fox,008_74bda018.jpg,Megan Fox,013_f4968d00.jpg,0.56258535,0.9353232,False,Same
Megan Fox,008_74bda018.jpg,Megan Fox,014_d6e920d4.jpg,0.58701897,0.9088246,False,Same
Megan Fox,008_74bda018.jpg,Megan Fox,015_b4a21d28.jpg,0.37146768,1.121189,False,Same
Megan Fox,009_3283c30e.jpg,Megan Fox,010_0479e335.jpg,0.40807346,1.0880501,False,Same
Megan Fox,009_3283c30e.jpg,Megan Fox,011_b2354fd0.jpg,0.48260337,1.0172478,False,Same
Megan Fox,009_3283c30e.jpg,Megan Fox,012_d461a2b5.jpg,0.31994537,1.1662372,False,Same
Megan Fox,009_3283c30e.jpg,Megan Fox,013_f4968d00.jpg,0.48656204,1.0133488,False,Same
Megan Fox,009_3283c30e.jpg,Megan Fox,014_d6e920d4.jpg,0.3566287,1.1343468,False,Same
Megan Fox,009_3283c30e.jpg,Megan Fox,015_b4a21d28.jpg,0.55062604,0.9480232,False,Same
Megan Fox,010_0479e335.jpg,Megan Fox,011_b2354fd0.jpg,0.5055487,0.99443585,False,Same
Megan Fox,010_0479e335.jpg,Megan Fox,012_d461a2b5.jpg,0.50895,0.99100965,False,Same
Megan Fox,010_0479e335.jpg,Megan Fox,013_f4968d00.jpg,0.5608685,0.93715686,False,Same
Megan Fox,010_0479e335.jpg,Megan Fox,014_d6e920d4.jpg,0.5683905,0.92909586,False,Same
Megan Fox,010_0479e335.jpg,Megan Fox,015_b4a21d28.jpg,0.4064805,1.0895133,False,Same
Megan Fox,011_b2354fd0.jpg,Megan Fox,012_d461a2b5.jpg,0.41626105,1.0804989,False,Same
Megan Fox,011_b2354fd0.jpg,Megan Fox,013_f4968d00.jpg,0.64856255,0.8383763,False,Same
Megan Fox,011_b2354fd0.jpg,Megan Fox,014_d6e920d4.jpg,0.4905323,1.0094234,False,Same
Megan Fox,011_b2354fd0.jpg,Megan Fox,015_b4a21d28.jpg,0.45524967,1.0437915,False,Same
Megan Fox,012_d461a2b5.jpg,Megan Fox,013_f4968d00.jpg,0.41799372,1.0788941,False,Same
Megan Fox,012_d461a2b5.jpg,Megan Fox,014_d6e920d4.jpg,0.47214985,1.0274729,False,Same
Megan Fox,012_d461a2b5.jpg,Megan Fox,015_b4a21d28.jpg,0.34968618,1.1404507,False,Same
Megan Fox,013_f4968d00.jpg,Megan Fox,014_d6e920d4.jpg,0.5362998,0.9630163,False,Same
Megan Fox,013_f4968d00.jpg,Megan Fox,015_b4a21d28.jpg,0.45356762,1.0454017,False,Same
Megan Fox,014_d6e920d4.jpg,Megan Fox,015_b4a21d28.jpg,0.4339573,1.063995,False,Same
Natalie Portman,001_9cd1160a.jpg,Natalie Portman,002_3a2ef5df.jpg,0.5993332,0.89517236,False,Same
Natalie Portman,001_9cd1160a.jpg,Natalie Portman,008_8fc20495.jpg,0.4421037,1.0563109,False,Same
Natalie Portman,001_9cd1160a.jpg,Natalie Portman,011_7b37bf1f.jpg,0.6064901,0.88714147,False,Same
Natalie Portman,001_9cd1160a.jpg,Natalie Portman,012_36c352b5.jpg,0.4664167,1.0330377,False,Same
Natalie Portman,001_9cd1160a.jpg,Natalie Portman,013_46b35530.jpg,0.6680648,0.8147826,False,Same
Natalie Portman,001_9cd1160a.jpg,Natalie Portman,017_22f7f808.jpg,0.63953865,0.84907174,False,Same
Natalie Portman,001_9cd1160a.jpg,Natalie Portman,023_b70934ce.jpg,0.62024736,0.8714961,False,Same
Natalie Portman,001_9cd1160a.jpg,Natalie Portman,027_ffa4c67b.jpg,0.67710936,0.80360526,False,Same
Natalie Portman,001_9cd1160a.jpg,Natalie Portman,039_defb8d63.jpg,0.60352117,0.8904818,False,Same
Natalie Portman,001_9cd1160a.jpg,Natalie Portman,040_d80d3727.jpg,0.53557265,0.9637712,False,Same
Natalie Portman,001_9cd1160a.jpg,Natalie Portman,041_e75de60a.jpg,0.6375279,0.8514366,False,Same
Natalie Portman,002_3a2ef5df.jpg,Natalie Portman,008_8fc20495.jpg,0.50609416,0.9938871,False,Same
Natalie Portman,002_3a2ef5df.jpg,Natalie Portman,011_7b37bf1f.jpg,0.61141485,0.88157254,False,Same
Natalie Portman,002_3a2ef5df.jpg,Natalie Portman,012_36c352b5.jpg,0.46595955,1.03348,False,Same
Natalie Portman,002_3a2ef5df.jpg,Natalie Portman,013_46b35530.jpg,0.7280045,0.73755753,True,Same
Natalie Portman,002_3a2ef5df.jpg,Natalie Portman,017_22f7f808.jpg,0.72788304,0.7377222,True,Same
Natalie Portman,002_3a2ef5df.jpg,Natalie Portman,023_b70934ce.jpg,0.68709236,0.7910849,False,Same
Natalie Portman,002_3a2ef5df.jpg,Natalie Portman,027_ffa4c67b.jpg,0.72589797,0.74040794,True,Same
Natalie Portman,002_3a2ef5df.jpg,Natalie Portman,039_defb8d63.jpg,0.71979123,0.7486105,True,Same
Natalie Portman,002_3a2ef5df.jpg,Natalie Portman,040_d80d3727.jpg,0.5617506,0.9362152,False,Same
Natalie Portman,002_3a2ef5df.jpg,Natalie Portman,041_e75de60a.jpg,0.6883727,0.7894648,False,Same
Natalie Portman,008_8fc20495.jpg,Natalie Portman,011_7b37bf1f.jpg,0.5785742,0.9180695,False,Same
Natalie Portman,008_8fc20495.jpg,Natalie Portman,012_36c352b5.jpg,0.4609972,1.0382705,False,Same
Natalie Portman,008_8fc20495.jpg,Natalie Portman,013_46b35530.jpg,0.51688755,0.98296744,False,Same
Natalie Portman,008_8fc20495.jpg,Natalie Portman,017_22f7f808.jpg,0.50740784,0.9925646,False,Same
Natalie Portman,008_8fc20495.jpg,Natalie Portman,023_b70934ce.jpg,0.5321774,0.96728766,False,Same
Natalie Portman,008_8fc20495.jpg,Natalie Portman,027_ffa4c67b.jpg,0.5361488,0.9631731,False,Same
Natalie Portman,008_8fc20495.jpg,Natalie Portman,039_defb8d63.jpg,0.5664899,0.93113935,False,Same
Natalie Portman,008_8fc20495.jpg,Natalie Portman,040_d80d3727.jpg,0.54559815,0.9533121,False,Same
Natalie Portman,008_8fc20495.jpg,Natalie Portman,041_e75de60a.jpg,0.55754364,0.9406981,False,Same
Natalie Portman,011_7b37bf1f.jpg,Natalie Portman,012_36c352b5.jpg,0.57070214,0.92660433,False,Same
Natalie Portman,011_7b37bf1f.jpg,Natalie Portman,013_46b35530.jpg,0.6960493,0.77968043,False,Same
Natalie Portman,011_7b37bf1f.jpg,Natalie Portman,017_22f7f808.jpg,0.6217106,0.86981547,False,Same
Natalie Portman,011_7b37bf1f.jpg,Natalie Portman,023_b70934ce.jpg,0.7074066,0.76497513,True,Same
Natalie Portman,011_7b37bf1f.jpg,Natalie Portman,027_ffa4c67b.jpg,0.6676846,0.81524885,False,Same
Natalie Portman,011_7b37bf1f.jpg,Natalie Portman,039_defb8d63.jpg,0.7173597,0.7518515,True,Same
Natalie Portman,011_7b37bf1f.jpg,Natalie Portman,040_d80d3727.jpg,0.5961254,0.8987487,False,Same
Natalie Portman,011_7b37bf1f.jpg,Natalie Portman,041_e75de60a.jpg,0.58571815,0.9102547,False,Same
Natalie Portman,012_36c352b5.jpg,Natalie Portman,013_46b35530.jpg,0.4728166,1.0268238,False,Same
Natalie Portman,012_36c352b5.jpg,Natalie Portman,017_22f7f808.jpg,0.52438325,0.97531205,False,Same
Natalie Portman,012_36c352b5.jpg,Natalie Portman,023_b70934ce.jpg,0.5624786,0.9354373,False,Same
Natalie Portman,012_36c352b5.jpg,Natalie Portman,027_ffa4c67b.jpg,0.55277723,0.94575125,False,Same
Natalie Portman,012_36c352b5.jpg,Natalie Portman,039_defb8d63.jpg,0.5278153,0.9717868,False,Same
Natalie Portman,012_36c352b5.jpg,Natalie Portman,040_d80d3727.jpg,0.38195336,1.1117973,False,Same
Natalie Portman,012_36c352b5.jpg,Natalie Portman,041_e75de60a.jpg,0.5851229,0.9109084,False,Same
Natalie Portman,013_46b35530.jpg,Natalie Portman,017_22f7f808.jpg,0.71773815,0.7513481,True,Same
Natalie Portman,013_46b35530.jpg,Natalie Portman,023_b70934ce.jpg,0.685152,0.79353404,False,Same
Natalie Portman,013_46b35530.jpg,Natalie Portman,027_ffa4c67b.jpg,0.7815092,0.6610459,True,Same
Natalie Portman,013_46b35530.jpg,Natalie Portman,039_defb8d63.jpg,0.7449712,0.71418333,True,Same
Natalie Portman,013_46b35530.jpg,Natalie Portman,040_d80d3727.jpg,0.59573174,0.89918673,False,Same
Natalie Portman,013_46b35530.jpg,Natalie Portman,041_e75de60a.jpg,0.6709403,0.8112457,False,Same
Natalie Portman,017_22f7f808.jpg,Natalie Portman,023_b70934ce.jpg,0.70375466,0.7697343,True,Same
Natalie Portman,017_22f7f808.jpg,Natalie Portman,027_ffa4c67b.jpg,0.7908897,0.64669985,True,Same
Natalie Portman,017_22f7f808.jpg,Natalie Portman,039_defb8d63.jpg,0.7319968,0.7321248,True,Same
Natalie Portman,017_22f7f808.jpg,Natalie Portman,040_d80d3727.jpg,0.6321645,0.85771275,False,Same
Natalie Portman,017_22f7f808.jpg,Natalie Portman,041_e75de60a.jpg,0.8181355,0.60309964,True,Same
Natalie Portman,023_b70934ce.jpg,Natalie Portman,027_ffa4c67b.jpg,0.72794855,0.7376334,True,Same
Natalie Portman,023_b70934ce.jpg,Natalie Portman,039_defb8d63.jpg,0.7391684,0.7222626,True,Same
Natalie Portman,023_b70934ce.jpg,Natalie Portman,040_d80d3727.jpg,0.5666447,0.930973,False,Same
Natalie Portman,023_b70934ce.jpg,Natalie Portman,041_e75de60a.jpg,0.73190576,0.732249,True,Same
Natalie Portman,027_ffa4c67b.jpg,Natalie Portman,039_defb8d63.jpg,0.7171102,0.75218326,True,Same
Natalie Portman,027_ffa4c67b.jpg,Natalie Portman,040_d80d3727.jpg,0.6114239,0.8815625,False,Same
Natalie Portman,027_ffa4c67b.jpg,Natalie Portman,041_e75de60a.jpg,0.76633096,0.6836213,True,Same
Natalie Portman,039_defb8d63.jpg,Natalie Portman,040_d80d3727.jpg,0.54444784,0.95451796,False,Same
Natalie Portman,039_defb8d63.jpg,Natalie Portman,041_e75de60a.jpg,0.7356689,0.72709167,True,Same
Natalie Portman,040_d80d3727.jpg,Natalie Portman,041_e75de60a.jpg,0.5830214,0.91321266,False,Same
Nicole Kidman,007_76dc423a.jpg,Nicole Kidman,009_8844bacc.jpg,0.6484795,0.8384754,False,Same
Nicole Kidman,007_76dc423a.jpg,Nicole Kidman,010_ce5bd8a2.jpg,0.6857646,0.79276156,False,Same
Nicole Kidman,007_76dc423a.jpg,Nicole Kidman,011_71969f29.jpg,0.5366431,0.9626598,False,Same
Nicole Kidman,007_76dc423a.jpg,Nicole Kidman,013_2bff574a.jpg,0.5801585,0.91634214,False,Same
Nicole Kidman,007_76dc423a.jpg,Nicole Kidman,018_9d776351.jpg,0.6031202,0.8909319,False,Same
Nicole Kidman,007_76dc423a.jpg,Nicole Kidman,023_559a07b6.jpg,0.658823,0.82604724,False,Same
Nicole Kidman,007_76dc423a.jpg,Nicole Kidman,024_482f43ed.jpg,0.6164477,0.8758451,False,Same
Nicole Kidman,007_76dc423a.jpg,Nicole Kidman,025_77aaff05.jpg,0.6235456,0.86770326,False,Same
Nicole Kidman,007_76dc423a.jpg,Nicole Kidman,039_06b7f1ea.jpg,0.59171975,0.90363735,False,Same
Nicole Kidman,007_76dc423a.jpg,Nicole Kidman,042_daa8a279.jpg,0.6631235,0.8208245,False,Same
Nicole Kidman,007_76dc423a.jpg,Nicole Kidman,043_ff5dfc8f.jpg,0.7151346,0.7548052,True,Same
Nicole Kidman,009_8844bacc.jpg,Nicole Kidman,010_ce5bd8a2.jpg,0.6858526,0.7926505,False,Same
Nicole Kidman,009_8844bacc.jpg,Nicole Kidman,011_71969f29.jpg,0.56364316,0.93419147,False,Same
Nicole Kidman,009_8844bacc.jpg,Nicole Kidman,013_2bff574a.jpg,0.63176763,0.8581753,False,Same
Nicole Kidman,009_8844bacc.jpg,Nicole Kidman,018_9d776351.jpg,0.64127135,0.8470285,False,Same
Nicole Kidman,009_8844bacc.jpg,Nicole Kidman,023_559a07b6.jpg,0.5519191,0.9466583,False,Same
Nicole Kidman,009_8844bacc.jpg,Nicole Kidman,024_482f43ed.jpg,0.6282482,0.86226666,False,Same
Nicole Kidman,009_8844bacc.jpg,Nicole Kidman,025_77aaff05.jpg,0.53277254,0.96667206,False,Same
Nicole Kidman,009_8844bacc.jpg,Nicole Kidman,039_06b7f1ea.jpg,0.63479036,0.8546457,False,Same
Nicole Kidman,009_8844bacc.jpg,Nicole Kidman,042_daa8a279.jpg,0.71100295,0.7602592,True,Same
Nicole Kidman,009_8844bacc.jpg,Nicole Kidman,043_ff5dfc8f.jpg,0.6259262,0.8649553,False,Same
Nicole Kidman,010_ce5bd8a2.jpg,Nicole Kidman,011_71969f29.jpg,0.64923316,0.8375761,False,Same
Nicole Kidman,010_ce5bd8a2.jpg,Nicole Kidman,013_2bff574a.jpg,0.67107064,0.81108505,False,Same
Nicole Kidman,010_ce5bd8a2.jpg,Nicole Kidman,018_9d776351.jpg,0.5667283,0.9308832,False,Same
Nicole Kidman,010_ce5bd8a2.jpg,Nicole Kidman,023_559a07b6.jpg,0.61478114,0.8777459,False,Same
Nicole Kidman,010_ce5bd8a2.jpg,Nicole Kidman,024_482f43ed.jpg,0.80813503,0.6194595,True,Same
Nicole Kidman,010_ce5bd8a2.jpg,Nicole Kidman,025_77aaff05.jpg,0.5512935,0.9473189,False,Same
Nicole Kidman,010_ce5bd8a2.jpg,Nicole Kidman,039_06b7f1ea.jpg,0.71375555,0.75663006,True,Same
Nicole Kidman,010_ce5bd8a2.jpg,Nicole Kidman,042_daa8a279.jpg,0.6637359,0.8200782,False,Same
Nicole Kidman,010_ce5bd8a2.jpg,Nicole Kidman,043_ff5dfc8f.jpg,0.63350123,0.8561529,False,Same
Nicole Kidman,011_71969f29.jpg,Nicole Kidman,013_2bff574a.jpg,0.6564555,0.8289083,False,Same
Nicole Kidman,011_71969f29.jpg,Nicole Kidman,018_9d776351.jpg,0.5525948,0.94594425,False,Same
Nicole Kidman,011_71969f29.jpg,Nicole Kidman,023_559a07b6.jpg,0.5591088,0.9390328,False,Same
Nicole Kidman,011_71969f29.jpg,Nicole Kidman,024_482f43ed.jpg,0.63406664,0.8554921,False,Same
Nicole Kidman,011_71969f29.jpg,Nicole Kidman,025_77aaff05.jpg,0.49745774,1.0025389,False,Same
Nicole Kidman,011_71969f29.jpg,Nicole Kidman,039_06b7f1ea.jpg,0.5658865,0.931787,False,Same
Nicole Kidman,011_71969f29.jpg,Nicole Kidman,042_daa8a279.jpg,0.6117727,0.88116664,False,Same
Nicole Kidman,011_71969f29.jpg,Nicole Kidman,043_ff5dfc8f.jpg,0.6078754,0.88557845,False,Same
Nicole Kidman,013_2bff574a.jpg,Nicole Kidman,018_9d776351.jpg,0.6089467,0.88436794,False,Same
Nicole Kidman,013_2bff574a.jpg,Nicole Kidman,023_559a07b6.jpg,0.57005537,0.9273022,False,Same
Nicole Kidman,013_2bff574a.jpg,Nicole Kidman,024_482f43ed.jpg,0.64669687,0.84059876,False,Same
Nicole Kidman,013_2bff574a.jpg,Nicole Kidman,025_77aaff05.jpg,0.55787283,0.940348,False,Same
Nicole Kidman,013_2bff574a.jpg,Nicole Kidman,039_06b7f1ea.jpg,0.51503515,0.9848501,False,Same
Nicole Kidman,013_2bff574a.jpg,Nicole Kidman,042_daa8a279.jpg,0.62908566,0.86129475,False,Same
Nicole Kidman,013_2bff574a.jpg,Nicole Kidman,043_ff5dfc8f.jpg,0.56480944,0.93294215,False,Same
Nicole Kidman,018_9d776351.jpg,Nicole Kidman,023_559a07b6.jpg,0.621685,0.86984485,False,Same
Nicole Kidman,018_9d776351.jpg,Nicole Kidman,024_482f43ed.jpg,0.5212312,0.9785385,False,Same
Nicole Kidman,018_9d776351.jpg,Nicole Kidman,025_77aaff05.jpg,0.6654559,0.81797814,False,Same
Nicole Kidman,018_9d776351.jpg,Nicole Kidman,039_06b7f1ea.jpg,0.5271276,0.9724941,False,Same
Nicole Kidman,018_9d776351.jpg,Nicole Kidman,042_daa8a279.jpg,0.6781242,0.8023413,False,Same
Nicole Kidman,018_9d776351.jpg,Nicole Kidman,043_ff5dfc8f.jpg,0.64864886,0.8382734,False,Same
Nicole Kidman,023_559a07b6.jpg,Nicole Kidman,024_482f43ed.jpg,0.55851716,0.9396626,False,Same
Nicole Kidman,023_559a07b6.jpg,Nicole Kidman,025_77aaff05.jpg,0.53741103,0.9618618,False,Same
Nicole Kidman,023_559a07b6.jpg,Nicole Kidman,039_06b7f1ea.jpg,0.508031,0.99193656,False,Same
Nicole Kidman,023_559a07b6.jpg,Nicole Kidman,042_daa8a279.jpg,0.6602558,0.8243109,False,Same
Nicole Kidman,023_559a07b6.jpg,Nicole Kidman,043_ff5dfc8f.jpg,0.6083292,0.8850659,False,Same
Nicole Kidman,024_482f43ed.jpg,Nicole Kidman,025_77aaff05.jpg,0.44140822,1.056969,False,Same
Nicole Kidman,024_482f43ed.jpg,Nicole Kidman,039_06b7f1ea.jpg,0.615988,0.87636983,False,Same
Nicole Kidman,024_482f43ed.jpg,Nicole Kidman,042_daa8a279.jpg,0.6232708,0.8680198,False,Same
Nicole Kidman,024_482f43ed.jpg,Nicole Kidman,043_ff5dfc8f.jpg,0.6061423,0.88753337,False,Same
Nicole Kidman,025_77aaff05.jpg,Nicole Kidman,039_06b7f1ea.jpg,0.45780256,1.0413429,False,Same
Nicole Kidman,025_77aaff05.jpg,Nicole Kidman,042_daa8a279.jpg,0.5979971,0.8966637,False,Same
Nicole Kidman,025_77aaff05.jpg,Nicole Kidman,043_ff5dfc8f.jpg,0.6403351,0.8481332,False,Same
Nicole Kidman,039_06b7f1ea.jpg,Nicole Kidman,042_daa8a279.jpg,0.6080547,0.8853759,False,Same
Nicole Kidman,039_06b7f1ea.jpg,Nicole Kidman,043_ff5dfc8f.jpg,0.62357247,0.8676722,False,Same
Nicole Kidman,042_daa8a279.jpg,Nicole Kidman,043_ff5dfc8f.jpg,0.64016354,0.84833544,False,Same
Robert Downey Jr,002_cc92e159.jpg,Robert Downey Jr,004_29776ffe.jpg,0.6975184,0.77779377,False,Same
Robert Downey Jr,002_cc92e159.jpg,Robert Downey Jr,005_8af3cada.jpg,0.7050049,0.76810825,True,Same
Robert Downey Jr,002_cc92e159.jpg,Robert Downey Jr,007_ecb8599e.jpg,0.6100302,0.8831419,False,Same
Robert Downey Jr,002_cc92e159.jpg,Robert Downey Jr,009_49237aa0.jpg,0.5988905,0.89566684,False,Same
Robert Downey Jr,002_cc92e159.jpg,Robert Downey Jr,014_75f93e62.jpg,0.61257446,0.88025624,False,Same
Robert Downey Jr,002_cc92e159.jpg,Robert Downey Jr,015_76c98a92.jpg,0.64423007,0.8435282,False,Same
Robert Downey Jr,002_cc92e159.jpg,Robert Downey Jr,090_d347e279.jpg,0.5121044,0.9878214,False,Same
Robert Downey Jr,004_29776ffe.jpg,Robert Downey Jr,005_8af3cada.jpg,0.7660552,0.68402463,True,Same
Robert Downey Jr,004_29776ffe.jpg,Robert Downey Jr,007_ecb8599e.jpg,0.639509,0.84910655,False,Same
Robert Downey Jr,004_29776ffe.jpg,Robert Downey Jr,009_49237aa0.jpg,0.7660316,0.684059,True,Same
Robert Downey Jr,004_29776ffe.jpg,Robert Downey Jr,014_75f93e62.jpg,0.71426266,0.75595945,True,Same
Robert Downey Jr,004_29776ffe.jpg,Robert Downey Jr,015_76c98a92.jpg,0.6977164,0.7775393,False,Same
Robert Downey Jr,004_29776ffe.jpg,Robert Downey Jr,090_d347e279.jpg,0.542445,0.9566138,False,Same
Robert Downey Jr,005_8af3cada.jpg,Robert Downey Jr,007_ecb8599e.jpg,0.6006728,0.89367473,False,Same
Robert Downey Jr,005_8af3cada.jpg,Robert Downey Jr,009_49237aa0.jpg,0.6478622,0.83921134,False,Same
Robert Downey Jr,005_8af3cada.jpg,Robert Downey Jr,014_75f93e62.jpg,0.63786155,0.85104465,False,Same
Robert Downey Jr,005_8af3cada.jpg,Robert Downey Jr,015_76c98a92.jpg,0.66523504,0.81824815,False,Same
Robert Downey Jr,005_8af3cada.jpg,Robert Downey Jr,090_d347e279.jpg,0.55258554,0.9459541,False,Same
Robert Downey Jr,007_ecb8599e.jpg,Robert Downey Jr,009_49237aa0.jpg,0.5257074,0.9739534,False,Same
Robert Downey Jr,007_ecb8599e.jpg,Robert Downey Jr,014_75f93e62.jpg,0.62805045,0.8624959,False,Same
